"","id","title","type","description","release_year","age_certification","runtime","genres","production_countries","seasons","imdb_id","imdb_score","imdb_votes"
"80","ts11397","Adventures of Sonic the Hedgehog","SHOW","Follow the adventures of Sonic the Hedgehog, and his sidekick Tails, as they attempt to stop Dr. Robotnik and his array of robots from taking over the planet Mobius.",1993,"TV-Y7",22,"['action', 'animation', 'scifi', 'western', 'fantasy', 'comedy', 'family']","['US']",4,"tt0222518",6.2,3808
"81","tm187187","Last Action Hero","MOVIE","Danny is obsessed with a fictional movie character action hero Jack Slater. When a magical ticket transports him into Jack's latest adventure, Danny finds himself in a world where movie magic and reality collide. Now it's up to Danny to save the life of his hero and new friend.",1993,"PG-13",130,"['comedy', 'action', 'fantasy']","['US']",NA,"tt0107362",6.4,149290
"82","tm121879","A River Runs Through It","MOVIE","A River Runs Through is a cinematographically stunning true story of Norman Maclean. The story follows Norman and his brother Paul through the experiences of life and growing up, and how their love of fly fishing keeps them together despite varying life circumstances in the untamed west of Montana in the 1920's.",1992,"PG",123,"['drama']","['US']",NA,"tt0105265",7.2,59086
"83","tm44402","Girl, Interrupted","MOVIE","Set in the changing world of the late 1960s, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she has been committed, and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside.",1999,"R",127,"['drama', 'european']","['US', 'DE']",NA,"tt0172493",7.3,180532
"84","ts22489","Goosebumps","SHOW","Anything can turn spooky in this horror anthology series based on the best-selling books by master of kid horror, R.L. Stine. In every episode, see what happens when regular kids find themselves in scary situations, and how they work to confront and overcome their fears.",1995,"TV-PG",22,"['scifi', 'fantasy', 'horror', 'thriller', 'family', 'music']","['CA', 'US']",4,"tt0111987",7.6,13361
"85","ts21034","InuYasha","SHOW","Kagome Higurashi is a modern day young girl who lives with her family by the old Higure shrine. Unbeknownst to Kagome, she is the reincarnation of priestess Kikyo and posseses the ""Jewel of Four Souls"" (the Shikon jewel). One ill-fated day, Kagome locates an ancient well near her home and is abruptly transported through the well and into a feudal Japan, inhabited by demons. There, she encounters Inuyasha, son of a powerful demon father and a human mother, who is pinned to a tree by an enchanted arrow.",2000,"TV-14",25,"['action', 'comedy', 'scifi', 'animation', 'drama', 'fantasy', 'romance']","['JP']",9,"tt0290223",7.9,15823
"86","tm53419","Any Given Sunday","MOVIE","A star quarterback gets knocked out of the game and an unknown third stringer is called in to replace him. The unknown gives a stunning performance and forces the ageing coach to reevaluate his game plans and life. A new co-owner/president adds to the pressure of winning. The new owner must prove herself in a male dominated world.",1999,"R",162,"['drama', 'sport']","['US']",NA,"tt0146838",6.9,118479
"87","tm189764","Menace II Society","MOVIE","Sobering and incisive, this cautionary drama centers on a street tough 18-year-old facing a moral quandary while trying to turn his life around.",1993,"R",97,"['drama', 'crime', 'thriller']","['US']",NA,"tt0107554",7.5,57399
"88","tm9323","Desperado","MOVIE","Mariachi plunges headfirst into the dark border underworld when he follows a trail of blood to the last of the infamous Mexican drug lords, Bucho, for an action-packed, bullet-riddled showdown. With the help of his best friend and a beautiful bookstore owner, the Mariachi tracks Bucho, takes on his army of desperados, and leaves a trail of blood of his own.",1995,"R",104,"['thriller', 'action', 'crime', 'western', 'european']","['US']",NA,"tt0112851",7.1,183638
"89","tm46173","The Mask of Zorro","MOVIE","It has been twenty years since Don Diego de la Vega fought Spanish oppression in Alta California as the legendary romantic hero, Zorro. Having escaped from prison he transforms troubled bandit Alejandro into his successor, in order to foil the plans of the tyrannical Don Rafael Montero who robbed him of his freedom, his wife and his precious daughter.",1998,"PG-13",136,"['action', 'thriller', 'western', 'comedy', 'romance']","['US']",NA,"tt0120746",6.8,181306
"90","tm19673","The Patriot","MOVIE","After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",2000,"R",165,"['drama', 'action', 'history', 'war']","['DE', 'US']",NA,"tt0187393",7.2,270231
"91","tm24877","Road Trip","MOVIE","From the director of the Hangover trilogy and Joker, Road Trip is a raunchy college comedy classic.  After an Ithaca college student films his one-night stand with a beautiful sorority girl, he discovers one of his friends has accidentally mailed the homemade porn tape to his girlfriend. In a frenzy, he must borrow a car and hit the road in a desperate bid to intercept the tape.  Featuring a talented cast that includes Breckin Meyer, Rachel Blanchard, Seann William Scott, Amy Smart, Fred Ward, Tom Green, Anthony Rapp, Andy Dick, and Ethan Suplee.",2000,"R",93,"['comedy']","['US']",NA,"tt0215129",6.5,167670
"92","tm1822","3 Ninjas Kick Back","MOVIE","During a championship baseball match, the three brothers hear that their grandfather in Japan is in trouble, and head out to help him, conceding the match. When they arrive in Japan, they must use all their powers to defend him against his ancient enemy, who has returned to exact revenge.",1994,"PG",93,"['action', 'comedy', 'family', 'sport']","['US', 'JP']",NA,"tt15327306",4.5,9208
"93","tm187791","In the Line of Fire","MOVIE","Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.",1993,"R",128,"['drama', 'thriller', 'action', 'crime']","['US']",NA,"tt0107206",7.2,101939
"94","tm10739","Johnny Mnemonic","MOVIE","In a dystopian 2021, Johnny is a data trafficker who has an implant that allows him to securely store data too sensitive for regular computer networks. On one delivery run, he accepts a package that not only exceeds the implant's safety limits—and will kill him if the data is not removed in time—but also contains information far more important and valuable than he had ever imagined. On a race against time, he must avoid the assassins sent to kill him and remove the data before it, too, ends his life.",1995,"R",97,"['scifi', 'thriller', 'action', 'drama']","['US', 'CA']",NA,"tt0113481",5.6,71062
"95","tm113576","Little Women","MOVIE","With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",1994,"PG",115,"['drama', 'family', 'romance']","['US']",NA,"tt0110367",7.3,57621
"96","tm6859","My Girl","MOVIE","Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...",1991,"PG",103,"['comedy', 'drama', 'family', 'romance', 'european']","['US']",NA,"tt0102492",6.9,79800
"97","tm191374","I Know What You Did Last Summer","MOVIE","After four high school friends are involved in a hit-and-run road accident, they dispose of the body and vow to keep the incident a secret. A year later, they each start receiving anonymous letters bearing the warning ""I Know What You Did Last Summer.""",1997,"R",101,"['horror', 'thriller']","['US']",NA,"tt0119345",5.7,142696
"98","tm8446","Teenage Mutant Ninja Turtles II: The Secret of the Ooze","MOVIE","The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants.",1991,"PG",88,"['scifi', 'action', 'comedy', 'family']","['US', 'HK']",NA,"tt0103060",6,55499
"99","ts8570","Barney & Friends","SHOW","Barney & Friends is an American children's television series aimed at children from ages 2 to 5. The series, which first aired on April 6, 1992, features the title character Barney, a purple anthropomorphic Tyrannosaurus rex who conveys educational messages through songs and small dance routines with a friendly, optimistic attitude.

New episodes have not been produced since 2009; however reruns continue to air on various PBS stations.",1992,"TV-G",28,"['family']","['US']",14,"tt0144701",3.8,9955
"100","tm21596","Hollow Man","MOVIE","Cocky researcher, Sebastian Caine is working on a project to make living creatures invisible and he's so confident he's found the right formula that he tests it on himself and soon begins to vanish. The only problem is: no-one can determine how to make him visible again. Caine's predicament eventually drives him mad, with terrifying results.",2000,"R",112,"['scifi', 'action', 'horror', 'thriller']","['DE', 'US']",NA,"tt0164052",5.8,130099
"101","tm48430","Godzilla","MOVIE","French nuclear tests irradiate an iguana into a giant monster that viciously attacks freighter ships in the Pacific Ocean. A team of experts, including Niko Tatopoulos, conclude that the oversized reptile is the culprit. Before long, the giant lizard is loose in Manhattan as the US military races to destroy the monster before it reproduces and it's spawn takes over the world.",1998,"PG-13",133,"['thriller', 'scifi', 'action']","['US']",NA,"tt0120685",5.4,191722
