"","person_id","id","name","character","role"
"357",173191,"tm135083","Youssef Chahine","","DIRECTOR"
"358",218173,"tm89386","Gert Westphal","Narrator (voice)","ACTOR"
"359",2069,"tm89386","Adolf Hitler","Self (archive footage)","ACTOR"
"360",41187,"tm89386","Joachim Fest","","DIRECTOR"
"361",553375,"tm27298","Ahmad Mazhar","Saladin","ACTOR"
"362",225932,"tm27298","Nadia Lotfi","Louisa de Lusignan","ACTOR"
"363",215296,"tm27298","Salah Zulfikar","Issa (The Swimmer)","ACTOR"
"364",558944,"tm27298","Leila Fawzi","Virginia, Princess of Kerak","ACTOR"
"365",520600,"tm27298","Hamdy Gheith","King Richard","ACTOR"
"366",381250,"tm27298","Laila Taher","Queen Berengaria","ACTOR"
"367",471620,"tm27298","Omar El-Hariri","King Philip of France","ACTOR"
"368",152472,"tm27298","Husain Reyadh","","ACTOR"
"369",530826,"tm27298","Mahmoud el-Meliguy","Conrad, Marquis of Montferrat","ACTOR"
"370",576037,"tm27298","Zaki Toleimat","Duke Arthur","ACTOR"
"371",498370,"tm27298","Tewfik El Dekn","Prince of Akka","ACTOR"
"372",899933,"tm27298","Mohamed Hamdy","","ACTOR"
"373",1533795,"tm27298","Mohamed Sultan","","ACTOR"
"374",1533801,"tm27298","Mohamed Abdel Gawad","","ACTOR"
"375",1533807,"tm27298","Sami Loutfi","","ACTOR"
"376",2172269,"tm27298","Ibrahim Emara","","ACTOR"
"377",546021,"tm27298","Ahmed Louxor","","ACTOR"
"378",500657,"tm27298","Salah Nazmi","","ACTOR"
"379",173191,"tm27298","Youssef Chahine","","DIRECTOR"
"380",15793,"tm204541","Omar Sharif","Ragab","ACTOR"
"381",225931,"tm204541","Faten Hamamah","Hamedah","ACTOR"
"382",225933,"tm204541","Ahmed Ramzy","Mamdouh","ACTOR"
"383",498370,"tm204541","Tewfik El Dekn","Ezzat","ACTOR"
"384",560735,"tm204541","Ferdoos Mohammed","Ragab's Mother","ACTOR"
"385",152472,"tm204541","Husain Reyadh","Mamdouh's father","ACTOR"
"386",173191,"tm204541","Youssef Chahine","","DIRECTOR"
"387",173189,"tm14350","Farid Shawqi","Mohsen's Father","ACTOR"
"388",530826,"tm14350","Mahmoud el-Meliguy","Qadry","ACTOR"
"389",216804,"tm14350","Ezzat El Alaili","Shaker","ACTOR"
"390",538123,"tm14350","Youssef Wahby","Souril","ACTOR"
"391",537218,"tm14350","Yehia Chahine","","ACTOR"
"392",558944,"tm14350","Leila Fawzi","","ACTOR"
"393",745894,"tm14350","Akela Kateb","","ACTOR"
"394",1326853,"tm14350","Zeinab Sedky","","ACTOR"
"395",493971,"tm14350","Ahmad Abdel Waress","","ACTOR"
"396",479007,"tm14350","Abdel Aziz Makhyoun","","ACTOR"
"397",745892,"tm14350","Ahmed Mehrez","","ACTOR"
"398",540702,"tm14350","Abdel Warith Assir","The Sheikh","ACTOR"
"399",745900,"tm14350","Aida Kamel","","ACTOR"
"400",745891,"tm14350","Oussaida Abbass","","ACTOR"
"401",536986,"tm14350","Zouzou Hamdy El-Hakim","","ACTOR"
"402",745890,"tm14350","Abdel Salam Mohamed","","ACTOR"
"403",745889,"tm14350","Halima El Soghayar","","ACTOR"
"404",745888,"tm14350","Samira Mohamed","","ACTOR"
"405",745887,"tm14350","Abou Hachich","","ACTOR"
"406",745886,"tm14350","Gamil El Traboulsi","","ACTOR"
"407",223449,"tm14350","Ahmad Zaki","Ibrahim","ACTOR"
"408",323651,"tm14350","Ahmad Bedir","","ACTOR"
"409",530275,"tm14350","Naglaa Fathy","","ACTOR"
"410",452580,"tm14350","Abdalla Mahmoud","Mohsen","ACTOR"
"411",1113158,"tm14350","Mohsena Tawfik","Yehya's Mother","ACTOR"
"412",740561,"tm14350","Seif Abdelrahman","","ACTOR"
"413",173191,"tm14350","Youssef Chahine","","DIRECTOR"
"414",564029,"tm102287","Negma Ibrahim","Raya","ACTOR"
"415",536986,"tm102287","Zouzou Hamdy El-Hakim","Sekina","ACTOR"
"416",173189,"tm102287","Farid Shawqi","","ACTOR"
"417",562894,"tm102287","Anwar Wagdi","","ACTOR"
"418",225934,"tm102287","Shukri Sarhan","","ACTOR"
"419",528719,"tm102287","Samira Ahmed","","ACTOR"
"420",553401,"tm102287","Berlanty Abdel Hamid","","ACTOR"
"421",1320827,"tm102287","Motawea Oweis","","ACTOR"
"422",1330827,"tm102287","Malak Elgamal","","ACTOR"
"423",1321780,"tm102287","Saeed Khalil","","ACTOR"
"424",568098,"tm102287","Reyad El Kasabgy","","ACTOR"
"425",216805,"tm102287","Salah Abu Seif","","DIRECTOR"
"426",223449,"tm76557","Ahmad Zaki","Kamal","ACTOR"
"427",223448,"tm76557","Saeed Saleh","Sultan","ACTOR"
"428",223450,"tm76557","Younes Shalaby","Atef","ACTOR"
"429",198741,"tm76557","Hassan Mostafa","Ramadan Al-Sokary","ACTOR"
"430",513684,"tm76557","Nadia Shukry","Sahar","ACTOR"
"431",1410282,"tm76557","Karima Mokhtar","","ACTOR"
"432",2317355,"tm76557","Gumball Williams","Jesco","ACTOR"
"433",752913,"tm76557","Samir Al Asfory","","DIRECTOR"
"434",222541,"tm71909","Vyjayanthimala","Amrapali","ACTOR"
"435",64407,"tm71909","Sunil Dutt","Magadh Samrat Ajaatha Shatru","ACTOR"
"436",173253,"tm71909","Prem Nath","Senpati Veer of Magadh","ACTOR"
"437",534654,"tm71909","Bipin Gupta","Vaishali's Samrat","ACTOR"
"438",511559,"tm71909","Gajanan Jagirdar","Kulpati Mahanam","ACTOR"
"439",434348,"tm71909","K.N. Singh","Balbadra SIngh","ACTOR"
"440",509943,"tm71909","Ruby Myers","Vaishali's Empress","ACTOR"
"441",139643,"tm71909","Narendra Nath","Gautama Buddha","ACTOR"
"442",564274,"tm71909","Baburao Pendharkar","In the song Neel Gagan Ki","ACTOR"
"443",519826,"tm71909","Mridula Rani","Raj Mata (Ajaat Shatru's Mother)","ACTOR"
"444",144388,"tm71909","Lekh Tandon","","DIRECTOR"
"445",11472,"ts45948","Graham Chapman","Various Characters","ACTOR"
"446",1549,"ts45948","John Cleese","Various Characters","ACTOR"
"447",11474,"ts45948","Eric Idle","Various Characters","ACTOR"
"448",11475,"ts45948","Terry Jones","Various Characters","ACTOR"
"449",11476,"ts45948","Michael Palin","Various Characters","ACTOR"
"450",16383,"ts45948","Ian MacNaughton","","DIRECTOR"
"451",173252,"tm75975","Shammi Kapoor","Prince Shamsher Singh","ACTOR"
"452",222541,"tm75975","Vyjayanthimala","Princess Amrita","ACTOR"
"453",68721,"tm75975","Rajendra Nath","Vilayatiram","ACTOR"
"454",105226,"tm75975","Helen","Sophia","ACTOR"
"455",434351,"tm75975","Parveen Choudhary","Ratna","ACTOR"
"456",216443,"tm75975","Ajit Khan","","ACTOR"
"457",524312,"tm75975","D.K. Sapru","","ACTOR"
"458",503473,"tm75975","Leela Mishra","","ACTOR"
"459",509942,"tm75975","David Abraham Cheulkar","","ACTOR"
"460",66223,"tm75975","Asit Sen","","ACTOR"
"461",545057,"tm75975","Rashid Khan","","ACTOR"
"462",68723,"tm75975","Sunder","","ACTOR"
"463",128207,"tm75975","Sudhir","","ACTOR"
"464",515741,"tm75975","Leela Chitnis","Mrs. Shanti Singh","ACTOR"
"465",144388,"tm75975","Lekh Tandon","","DIRECTOR"
"466",724969,"tm188894","Adel Emam","بهجت الأباصيري","ACTOR"
"467",223448,"tm188894","Saeed Saleh","مرسي الزناتي","ACTOR"
"468",223449,"tm188894","Ahmad Zaki","أحمد","ACTOR"
"469",223450,"tm188894","Younes Shalaby","منصور عبدالمعطي","ACTOR"
"470",223451,"tm188894","Hadi El Gayar","لطفي","ACTOR"
"471",223452,"tm188894","Soheir El-Bably","عفت عبدالكريم","ACTOR"
"472",198741,"tm188894","Hassan Mostafa","عبدالمعطي","ACTOR"
"473",223453,"tm188894","Abdallah Farghaly","علام الملواني","ACTOR"
"474",223454,"tm188894","Nazim Sharawy","الأباصيري بيه","ACTOR"
"475",223457,"tm188894","جلال الشرقاوي","","DIRECTOR"
"476",223458,"tm188894","عبدالله الشيخ","","DIRECTOR"
"477",223456,"tm188894","Hossam El Din Mostafa","","DIRECTOR"
"478",173252,"tm107372","Shammi Kapoor","Dhoop Chhaon","ACTOR"
"479",66215,"tm107372","Sanjeev Kumar","Constable Ratan 'Sheru'","ACTOR"
"480",105220,"tm107372","Zeenat Aman","Nisha","ACTOR"
"481",524848,"tm107372","Dev Kumar","Balram","ACTOR"
"482",524849,"tm107372","Faryal","Lolita","ACTOR"
"483",173252,"tm107372","Shammi Kapoor","","DIRECTOR"
"484",479396,"tm259855","Maroun Bagdadi","","DIRECTOR"
"485",479396,"tm259684","Maroun Bagdadi","","DIRECTOR"
"486",64409,"tm344089","Raaj Kumar","","ACTOR"
"487",134657,"tm344089","Hema Malini","","ACTOR"
"488",64567,"tm344089","Rakhee Gulzar","","ACTOR"
"489",150754,"tm344089","Vinod Mehra","","ACTOR"
"490",104310,"tm344089","Paintal","","ACTOR"
"491",66223,"tm344089","Asit Sen","","ACTOR"
"492",222318,"tm344089","Dulari","","ACTOR"
"493",503473,"tm344089","Leela Mishra","","ACTOR"
"494",772100,"tm344089","Sadhana Khote","","ACTOR"
"495",105223,"tm344089","Satyendra Kapoor","","ACTOR"
"496",524312,"tm344089","D.K. Sapru","","ACTOR"
"497",460070,"tm344089","Padma Khanna","","ACTOR"
"498",218950,"tm358653","Mala Sinha","Chabeli","ACTOR"
"499",173252,"tm358653","Shammi Kapoor","Ramu","ACTOR"
"500",64409,"tm358653","Raaj Kumar","Kalu","ACTOR"
"501",515741,"tm358653","Leela Chitnis","Ramu's Mother","ACTOR"
"502",64411,"tm358653","Kumkum","Kammo","ACTOR"
"503",434350,"tm358653","Dhumal","Bhulo","ACTOR"
"504",216444,"tm358653","Tun Tun","","ACTOR"
"505",64529,"tm358653","Asrani","","ACTOR"
"506",1945610,"tm358653","Suresh","","ACTOR"
"507",63665,"tm100027","Dharmendra","Ali Baba","ACTOR"
"508",134657,"tm100027","Hema Malini","Morjina","ACTOR"
"509",105220,"tm100027","Zeenat Aman","Fatima","ACTOR"
"510",57763,"tm100027","Prem Chopra","Shamsher","ACTOR"
"511",514364,"tm100027","Zakir Mukhamedzhanov","","ACTOR"
"512",223525,"tm100027","Sofiko Chiaureli","","ACTOR"
"513",221086,"tm100027","Yelena Sanayeva","","ACTOR"
"514",358575,"tm100027","Frunzik Mkrtchyan","","ACTOR"
"515",219025,"tm100027","Maya-Gozel Aimedova","episode (uncredited)","ACTOR"
"516",434193,"tm100027","Umesh Mehra","","DIRECTOR"
"517",514365,"tm100027","Latif Faiziyev","","DIRECTOR"
"518",3535,"tm119776","Tom Cruise","Lt. Pete 'Maverick' Mitchell","ACTOR"
"519",30817,"tm119776","Kelly McGillis","Charlotte 'Charlie' Blackwood","ACTOR"
"520",12017,"tm119776","Val Kilmer","Lt. Tom 'Iceman' Kazanski","ACTOR"
"521",12021,"tm119776","Anthony Edwards","Lt. Nick 'Goose' Bradshaw","ACTOR"
"522",14659,"tm119776","Tom Skerritt","Cdr. Mike 'Viper' Metcalf","ACTOR"
"523",11225,"tm119776","Michael Ironside","Lt. Cdr. Heatherly 'Jester'","ACTOR"
"524",11098,"tm119776","John Stockwell","Cougar","ACTOR"
"525",38473,"tm119776","Barry Tubb","Wolfman","ACTOR"
"526",50852,"tm119776","Rick Rossovich","Slider","ACTOR"
"527",2967,"tm119776","Tim Robbins","Merlin","ACTOR"
"528",20759,"tm119776","Meg Ryan","Carole Bradshaw","ACTOR"
"529",30881,"tm119776","Whip Hubley","Hollywood","ACTOR"
"530",11548,"tm119776","Adrian Pasdar","Chipper","ACTOR"
"531",8312,"tm119776","James Tolkan","Stinger","ACTOR"
"532",4355,"tm119776","Clarence Gilyard Jr.","Evan Gough 'Sundown'","ACTOR"
"533",571254,"tm119776","Randall Brady","Lieutenant Davis","ACTOR"
"534",51314,"tm119776","Duke Stroud","Air Boss Johnson","ACTOR"
"535",1287819,"tm119776","Ron Clark","Inquiry Commander","ACTOR"
"536",6948,"tm119776","Frank Pesce","Bartender","ACTOR"
"537",1918544,"tm119776","Pete Pettigrew","Perry Siedenthal","ACTOR"
"538",1918392,"tm119776","Troy Hunter","Radio Operator","ACTOR"
"539",1918142,"tm119776","T.J. Cassidy","T.J. Cassidy","ACTOR"
"540",5005,"tm119776","Tony Scott","","DIRECTOR"
"541",7522,"tm111075","Wil Wheaton","Gordie Lachance","ACTOR"
"542",6837,"tm111075","River Phoenix","Chris Chambers","ACTOR"
"543",16808,"tm111075","Corey Feldman","Teddy Duchamp","ACTOR"
"544",913,"tm111075","Jerry O'Connell","Vern Tessio","ACTOR"
"545",14887,"tm111075","Kiefer Sutherland","Ace Merrill","ACTOR"
"546",8314,"tm111075","Casey Siemaszko","Billy Tessio","ACTOR"
"547",61054,"tm111075","Gary Riley","Charlie Hogan","ACTOR"
"548",6846,"tm111075","Bradley Gregg","Eyeball Chambers","ACTOR"
"549",478245,"tm111075","Jason Oliver","Vince Desjardins","ACTOR"
"550",32782,"tm111075","Marshall Bell","Mr. Lachance","ACTOR"
"551",7252,"tm111075","Frances Lee McCain","Mrs. Lachance","ACTOR"
"552",38142,"tm111075","Bruce Kirby","Mr. Quidacioluo","ACTOR"
"553",45745,"tm111075","William Bronder","Milo Pressman","ACTOR"
"554",2036,"tm111075","Scott Beach","Mayor Grundy","ACTOR"
"555",4021,"tm111075","Richard Dreyfuss","The Writer","ACTOR"
"556",12474,"tm111075","John Cusack","Denny Lachance","ACTOR"
"557",819150,"tm111075","Madeleine Swift","Waitress","ACTOR"
"558",819148,"tm111075","Popeye","Chopper","ACTOR"
"559",819151,"tm111075","Geanette Bobst","Mayor's Wife","ACTOR"
"560",435231,"tm111075","Art Burke","Principal Wiggins","ACTOR"
"561",819152,"tm111075","Matt Williams","Bob Cormier","ACTOR"
"562",819153,"tm111075","Andy Lindberg","Lardass Hogan","ACTOR"
"563",28823,"tm111075","Dick Durock","Bill Travis","ACTOR"
"564",841663,"tm111075","O.B. Babbs","Lardass Heckler #1","ACTOR"
"565",819082,"tm111075","Charlie Owens","Lardass Heckler #2","ACTOR"
"566",819083,"tm111075","Kenneth Hodges","Donelley Twin","ACTOR"
"567",819084,"tm111075","John Hodges","Donelley Twin","ACTOR"
"568",819085,"tm111075","Susan Thorpe","Fat Lady","ACTOR"
"569",717381,"tm111075","Korey Scott Pollard","Moke","ACTOR"
"570",819088,"tm111075","Rick Elliott","Jack Mudgett","ACTOR"
"571",819086,"tm111075","Kent W. Luttrell","Ray Brower","ACTOR"
"572",467202,"tm111075","Chance Quinn","Gordon's Son","ACTOR"
"573",233903,"tm111075","Jason Naylor","Gordon's Son's Friend","ACTOR"
"574",224,"tm111075","Rob Reiner","","DIRECTOR"
"575",5455,"tm138875","Billy Crystal","Harry Burns","ACTOR"
"576",20759,"tm138875","Meg Ryan","Sally Albright","ACTOR"
"577",1990,"tm138875","Carrie Fisher","Marie","ACTOR"
"578",10428,"tm138875","Bruno Kirby","Jess","ACTOR"
"579",20760,"tm138875","Steven Ford","Joe","ACTOR"
"580",20761,"tm138875","Lisa Jane Persky","Alice","ACTOR"
"581",20762,"tm138875","Michelle Nicastro","Amanda","ACTOR"
"582",20763,"tm138875","Gretchen Palmer","Stewardess","ACTOR"
"583",20764,"tm138875","Robert Alan Beuth","Man on Aisle","ACTOR"
"584",20765,"tm138875","David Burdick","9 Year Old Boy","ACTOR"
"585",20766,"tm138875","Joe Viviani","Judge","ACTOR"
"586",193,"tm138875","Harley Jane Kozak","Helen","ACTOR"
"587",20767,"tm138875","Joseph Hunt","Waiter at Wedding","ACTOR"
"588",20768,"tm138875","Kevin Rooney","Ira","ACTOR"
"589",20769,"tm138875","Franc Luz","Julian","ACTOR"
"590",4372,"tm138875","Tracy Reiner","Emily","ACTOR"
"591",28497,"tm138875","Kyle T. Heffner","Gary","ACTOR"
"592",1379831,"tm138875","Kimberley LaMarque","Waitress","ACTOR"
"593",1542517,"tm138875","Stacey Katzin","Hostess","ACTOR"
"594",511536,"tm138875","Estelle Reiner","Older Woman Customer","ACTOR"
"595",1426149,"tm138875","John Arceri","Christmas Tree Salesman","ACTOR"
"596",14912,"tm138875","Connie Sawyer","Documentary Couple","ACTOR"
"597",1542521,"tm138875","Kuno Sponholz","Documentary Couple","ACTOR"
"598",64874,"tm138875","Katherine Squire","Documentary Couple","ACTOR"
"599",527062,"tm138875","Frances Chaney","Documentary Couple","ACTOR"
"600",1685004,"tm138875","Bernie Hern","Documentary Couple","ACTOR"
"601",1542527,"tm138875","Rose Wright","Documentary Couple","ACTOR"
"602",1542221,"tm138875","Aldo Rossi","Documentary Couple","ACTOR"
"603",10953,"tm138875","Dona Hardy","Documentary Couple","ACTOR"
"604",482193,"tm138875","Peter Pan","Documentary Couple","ACTOR"
"605",449834,"tm138875","Jane Chung","Documentary Couple","ACTOR"
"606",441178,"tm138875","Bob Ader","Tap Dancer (uncredited)","ACTOR"
"607",753907,"tm138875","Jeff Dlugolecki","College Student (uncredited)","ACTOR"
"608",190530,"tm138875","Nicholas Glaeser","Waiter (uncredited)","ACTOR"
"609",1180233,"tm138875","Randy James","Diner Patron (uncredited)","ACTOR"
"610",1039530,"tm138875","Stanley Moore","Truck Driver (uncredited)","ACTOR"
"611",41501,"tm138875","Larry Sherman","Dinner (uncredited)","ACTOR"
"612",810433,"tm138875","Marilyn Spanier","Tap Dancer (uncredited)","ACTOR"
"613",44401,"tm138875","John Speredakos","New Year's Partygoer (uncredited)","ACTOR"
"614",1060145,"tm138875","Terry Vaughan","Giants Fan (uncredited)","ACTOR"
"615",7139,"tm138875","Anthony Welch","Restaurant Patron (uncredited)","ACTOR"
"616",224,"tm138875","Rob Reiner","","DIRECTOR"
"617",12317,"tm155792","Judith Hoag","April O'Neal","ACTOR"
"618",3293,"tm155792","Elias Koteas","Casey Jones","ACTOR"
"619",26077,"tm155792","Josh Pais","Raphael (voice) / Passenger In Cab","ACTOR"
"620",57900,"tm155792","David Forman","Leonardo / Gang Member","ACTOR"
"621",57137,"tm155792","Brian Tochi","Leonardo (Voice)","ACTOR"
"622",205549,"tm155792","Leif Tilden","Donatello / Foot Messenger","ACTOR"
"623",16808,"tm155792","Corey Feldman","Donatello (Voice)","ACTOR"
"624",170015,"tm155792","Michelan Sisti","Michaelangelo / Pizza Man","ACTOR"
"625",29485,"tm155792","Robbie Rist","Michaelangelo (Voice)","ACTOR"
"626",45486,"tm155792","Kevin Clash","Splinter (Voice)","ACTOR"
"627",4053,"tm155792","James Saito","The Shredder / Oroko Saki","ACTOR"
"628",38983,"tm155792","David McCharen","The Shredder / Oroku Saki (voice)","ACTOR"
"629",37021,"tm155792","Toshishiro Obata","Tatsu","ACTOR"
"630",26704,"tm155792","Michael McConnohie","Tatsu (voice)","ACTOR"
"631",183605,"tm155792","Michael Turney","Danny Pennington","ACTOR"
"632",3840,"tm155792","Jay Patterson","Charles Pennington","ACTOR"
"633",26893,"tm155792","Raymond Serra","Chief Sterns","ACTOR"
"634",7156,"tm155792","Sam Rockwell","Head Thug","ACTOR"
"635",637407,"tm155792","Kenn Scott","Talkative Foot #2 (as Kenn Troum)","ACTOR"
"636",148004,"tm155792","Kevin Eastman","Citizen (uncredited)","ACTOR"
"637",43260,"tm155792","Skeet Ulrich","Thug (uncredited)","ACTOR"
"638",41524,"tm155792","Scott Wolf","Thug (uncredited)","ACTOR"
"639",43323,"tm155792","Steve Barron","","DIRECTOR"
"640",11091,"tm22327","Matthew Modine","Pvt. Joker","ACTOR"
"641",4704,"tm22327","Adam Baldwin","Animal Mother","ACTOR"
"642",6432,"tm22327","Vincent D'Onofrio","Pvt. Pyle","ACTOR"
"643",6647,"tm22327","R. Lee Ermey","Gny. Sgt. Hartman","ACTOR"
"644",32851,"tm22327","Dorian Harewood","Eightball","ACTOR"
"645",17675,"tm22327","Arliss Howard","Pvt. Cowboy","ACTOR"
"646",24205,"tm22327","Kevyn Major Howard","Rafterman","ACTOR"
"647",1314,"tm22327","Ed O'Ross","Lt. Touchdown","ACTOR"
"648",62513,"tm22327","John Terry","Lt. Lockhart","ACTOR"
"649",11655,"tm22327","Bruce Boa","Poge Colonel","ACTOR"
"650",205944,"tm22327","Kieron Jecchinis","Crazy Earl","ACTOR"
"651",28624,"tm22327","Jon Stafford","Doc Jay","ACTOR"
"652",126879,"tm22327","Tim Colceri","Doorgunner","ACTOR"
"653",90057,"tm22327","Peter Edmund","Snowball","ACTOR"
"654",32191,"tm22327","Kirk Taylor","Payback","ACTOR"
"655",50869,"tm22327","Ian Tyler","Lt. Cleves","ACTOR"
"656",207528,"tm22327","Gary Landon Mills","Donlon","ACTOR"
"657",112301,"tm22327","Sal Lopez","T.H.E. Rock","ACTOR"
"658",11743,"tm22327","Papillon Soo","Da Nang Hooker","ACTOR"
"659",207531,"tm22327","Ngoc Le","VC Sniper","ACTOR"
"660",207535,"tm22327","Tan Hung Francione","ARVN Pimp","ACTOR"
"661",182569,"tm22327","Marcus D'Amico","Hand Job","ACTOR"
"662",207536,"tm22327","Costas Dino Chimona","Chili","ACTOR"
"663",207532,"tm22327","Keith Hodiak","Daddy D.A.","ACTOR"
"664",207533,"tm22327","Peter Merrill","TV Journalist","ACTOR"
"665",598789,"tm22327","Herbert Norville","Daytona Dave","ACTOR"
"666",479173,"tm22327","Gil Kopel","Stork","ACTOR"
"667",207529,"tm22327","Philip Bailey","Parris Island Recruit and Vietnam Platoon","ACTOR"
"668",1876841,"tm22327","Robert E. Hartenberger","Parris Island Recruit and Vietnam Platoon","ACTOR"
"669",44991,"tm22327","Steve Hudson","Parris Island Recruit and Vietnam Platoon","ACTOR"
"670",207530,"tm22327","John Curtis","Parris Island Recruit and Vietnam Platoon","ACTOR"
"671",93627,"tm22327","Chris Maybach","Parris Island Recruit and Vietnam Platoon","ACTOR"
"672",207363,"tm22327","Gary Smith","Parris Island Recruit and Vietnam Platoon","ACTOR"
"673",207364,"tm22327","Michael Anthony Williams","Parris Island Recruit and Vietnam Platoon","ACTOR"
"674",207365,"tm22327","John Wilson","Parris Island Recruit and Vietnam Platoon","ACTOR"
"675",784634,"tm22327","Tony Carey","Parris Island Recruit and Vietnam Platoon","ACTOR"
"676",207366,"tm22327","Vivian Kubrick","News Camera Operator at Mass Grave (uncredited)","ACTOR"
"677",21108,"tm22327","Stanley Kubrick","Murphy (voice) (uncredited)","ACTOR"
"678",46486,"tm22327","David Palffy","Mass Grave Soldier (uncredited)","ACTOR"
"679",207367,"tm22327","John Ward","TV Camera Operator (uncredited)","ACTOR"
"680",1787928,"tm22327","David George","Parris Island Recruit and Vietnam Platoon","ACTOR"
"681",21108,"tm22327","Stanley Kubrick","","DIRECTOR"
"682",19492,"tm54450","Keith Gordon","Arnie Cunningham","ACTOR"
"683",11098,"tm54450","John Stockwell","Dennis Guilder","ACTOR"
"684",65605,"tm54450","Alexandra Paul","Leigh Cabot","ACTOR"
"685",7650,"tm54450","Robert Prosky","Will Darnell","ACTOR"
